ScripCode,TradingSymbol,Description,InstrumentType
28899,KITEX-EQ,KITEX GARMENTS LTD,0
13381,KKCL-EQ,KEWAL KIRAN CLOTHING LTD,0
17781,KKVAPOW-SM,KKV AGRO POWERS LTD.,0
21186,KLL-SM,KAUSHALYA LOGISTICS LTD,0
14671,KMSUGAR-BE,K M SUGAR MILLS LTD,0
8602,KNAGRI-SM,KN AGRI RESOURCES LIMITED,0
15283,KNRCON-EQ,KNR CONSTRU LTD.,0
18751,KODYTECH-SM,KODY TECHNOLAB LIMITED,0
3009,KOHINOOR-EQ,KOHINOOR FOODS LIMITED,0
16827,KOKUYOCMLN-EQ,KOKUYO CAMLIN LIMITED,0
15124,KOLTEPATIL-EQ,KOLTE PATIL DEV. LTD.,0
22472,KONSTELEC-SM,KONSTELEC ENGINEERS LTD,0
19287,KONTOR-SM,KONTOR SPACE LIMITED,0
1919,KOPRAN-EQ,KOPRAN LTD,0
10889,KORE-SM,JAY JALARAM TECHNO LTD,0
1922,KOTAKBANK-EQ,KOTAK MAHINDRA BANK LTD,0
11647,KOTARISUG-EQ,KOTHARI SUG & CHEM LTD.,0
4594,KOTHARIPET-EQ,KOTHARI PETROCHEM LTD,0
5528,KOTHARIPRO-EQ,KOTHARI PRODUCTS LTD,0
6441,KOTYARK-SM,KOTYARK INDUSTRIES LTD,0
5108,KPIGREEN-EQ,KPI GREEN ENERGY LIMITED,0
1814,KPIL-EQ,KALPATARU PROJECT INT LTD,0
9683,KPITTECH-EQ,KPIT TECHNOLOGIES LIMITED,0
14912,KPRMILL-EQ,KPR MILL LTD.,0
10577,KRBL-EQ,KRBL LIMITED,0
1937,KREBSBIO-EQ,KREBS BIOCHEMICALS & IND,0
11488,KRIDHANINF-BE,KRIDHAN INFRA LIMITED,0
12847,KRISHANA-EQ,KRISHANA PHOSCHEM LIMITED,0
16133,KRISHCA-SM,KRISHCA STRAPPING SLTN L,0
8671,KRISHIVAL-SM,KRISHIVAL FOODS LIMITED,0
8782,KRISHNADEF-SM,KRISHNA DEF AND ALD IND L,0
6417,KRITI-EQ,KRITI INDUSTRIES IND LTD,0
9288,KRITIKA-EQ,KRITIKA WIRES LIMITED,0
11432,KRITINUT-EQ,KRITI NUTRIENTS LIMITED,0
24025,KRONOX-EQ,KRONOX LAB SCIENCES LTD,0
5359,KRSNAA-EQ,KRSNAA DIAGNOSTICS LTD,0
23175,KRYSTAL-EQ,KRYSTAL INTEGRATED SER L,0
1949,KSB-EQ,KSB LIMITED,0
14972,KSCL-EQ,KAVERI SEED CO. LTD.,0
10412,KSHITIJPOL-BE,KSHITIJ POLYLINE LIMITED,0
18889,KSL-EQ,KALYANI STEELS LIMITED,0
11060,KSOLVES-EQ,KSOLVES INDIA LIMITED,0
8054,KTKBANK-EQ,KARNATAKA BANK LIMITED,0
22781,KTL-SM,KALAHRIDHAAN TRENDZ LTD,0
13870,KUANTUM-EQ,KUANTUM PAPERS LIMITED,0
5867,LAGNAM-BE,LAGNAM SPINTEX LIMITED,0
4774,LAKPRE-BZ,LAKSHMI PRE SCRE LTD,0
14924,LAL-EQ,LORENZINI APPARELS LTD,0
11654,LALPATHLAB-EQ,DR. LAL PATH LABS LTD.,0
6407,LAMBODHARA-EQ,LAMBODHARA TEXTILES LTD.,0
23027,LANCORHOL-EQ,LANCOR HOLDINGS LIMITED,0
13276,LANDMARK-EQ,LANDMARK CARS LIMITED,0
14423,LAOPALA-EQ,LA OPALA RG LIMITED,0
21713,LASA-EQ,LASA SUPERGENERICS LTD,0
6822,LATENTVIEW-BE,LATENT VIEW ANALYTICS LTD,0
15848,LATTEYS-BE,LATTEYS INDUSTRIES LTD,0
19234,LAURUSLABS-EQ,LAURUS LABS LIMITED,0
22468,LAWSIKHO-SM,ADDICTIVE LEARNING TECH L,0
6568,LAXMICOT-EQ,LAXMI COTSPIN LIMITED,0
1979,LAXMIMACH-EQ,LAKSHMI MACHINES LTD,0
7537,LCCINFOTEC-BE,LCC INFOTECH LTD,0
9372,LEMERITE-SM,LE MERITE EXPORTS LIMITED,0
2606,LEMONTREE-EQ,LEMON TREE HOTELS LTD,0
14459,LEXUS-EQ,LEXUS GRANITO (INDIA) LTD,0
7902,LFIC-EQ,LAKSHMI FIN IND CORP LTD,0
18321,LGBBROSLTD-EQ,LG BALAKRISHNAN & BROS,0
16849,LGBFORGE-BE,LGB FORGE LIMITED,0
19872,LGHL-BE,LAXMI GOLDORNA HOUSE LTD,0
11082,LIBAS-EQ,LIBAS CONSU PRODUCTS LTD,0
1994,LIBERTSHOE-EQ,LIBERTY SHOES LTD,0
1997,LICHSGFIN-EQ,LIC HOUSING FINANCE LTD,0
9480,LICI-EQ,LIFE INSURA CORP OF INDIA,0
25640,LICMFGOLD-EQ,LIC MF - LIC GOLD ETF,0
6062,LICNETFGSC-EQ,LICNAMC - LICNMFET,0
11319,LICNETFN50-EQ,LICNAMC - LICNFENGP,0
11441,LICNETFSEN-EQ,LICNAMC - LICNFESGP,0
15229,LICNFNHGP-EQ,LICNAMC - LICNFNHGP,0
22722,LICNMID100-EQ,LICNAMC - LICNMID100,0
578,LIKHITHA-EQ,LIKHITHA INFRASTRUC LTD,0
6951,LINC-EQ,LINC LIMITED,0
11596,LINCOLN-EQ,LINCOLN PHARMA LTD,0
1627,LINDEINDIA-EQ,LINDE INDIA LIMITED,0
17572,LIQUID-EQ,MIRAEAMC - LIQUID,0
13950,LIQUID1-EQ,KOTAKMAMC - KOTAKLIQ,0
23407,LIQUIDADD-EQ,DSPAMC - LIQUIDADD,0
11006,LIQUIDBEES-EQ,NIP IND ETF LIQUID BEES,0
23915,LIQUIDBETF-EQ,BFAM - LIQUIDBETF,0
21750,LIQUIDCASE-EQ,ZERODHAAMC - LIQUIDCASE,0
1927,LIQUIDETF-EQ,DSP LIQUID ETF,0
4838,LIQUIDIETF-EQ,ICICIPRAMC - ICICILIQ,0
19705,LIQUIDSBI-EQ,SBIAMC - LIQUIDSBI,0
11472,LLOYDS-SM,LLOYDS LUXURIES LIMITED,0
17801,LLOYDSENGG-EQ,LLOYDS ENGG WORK LIMITED,0
17313,LLOYDSME-EQ,LLOYDS METALS N ENERGY L,0
3220,LODHA-EQ,MACROTECH DEVELOPERS LTD,0
13439,LOKESHMACH-BE,LOKESH MACHINES LTD,0
18235,LORDSCHLO-BE,LORDS CHLORO ALKALI LTD,0
16807,LOTUSEYE-EQ,LOTUS EYE HOSP & INST L,0
22415,LOVABLE-EQ,LOVABLE LINGERIE LTD,0
14786,LOWVOL-EQ,MIRAEAMC - MANV30F,0
8632,LOWVOL1-EQ,KOTAKMAMC - KOTAKLOVOL,0
21254,LOWVOLIETF-EQ,ICICI PR NIF LW VL 30 ETF,0
10590,LOYALTEX-EQ,LOYAL TEXTILE MILLS LTD,0
16863,LPDC-EQ,LANDMARK PR.DEV.CO.LTD,0
14204,LRRPL-SM,LEAD REC AND RUB PROD LTD,0
11483,LT-EQ,LARSEN & TOUBRO LTD.,0
24948,LTF-EQ,L&T FINANCE LIMITED,0
13816,LTFOODS-EQ,LT FOODS LIMITED,0
17700,LTGILTBEES-EQ,NIP IND ETF LONGTERM GILT,0
17818,LTIM-EQ,LTIMINDTREE LIMITED,0
18564,LTTS-EQ,L&T TECHNOLOGY SER. LTD.,0
2018,LUMAXIND-EQ,LUMAX INDUSTRIES LTD,0
14014,LUMAXTECH-EQ,LUMAX AUTO TECH LTD,0
10440,LUPIN-EQ,LUPIN LIMITED,0
11301,LUXIND-EQ,LUX INDUSTRIES LIMITED,0
2841,LXCHEM-EQ,LAXMI ORGANIC INDUS LTD,0
2028,LYKALABS-EQ,LYKA LABS LTD,0
31468,LYPSAGEMS-EQ,LYPSA GEMS & JEWEL LTD,0
2031,M&M-EQ,MAHINDRA & MAHINDRA LTD,0
13285,M&MFIN-EQ,M&M FIN. SERVICES LTD,0
15017,MAANALU-EQ,MAAN ALUMINIUM LIMITED,0
22349,MACPOWER-BE,MACPOWER CNC MACHINES LTD,0
15155,MADHAV-BE,MADHAV MARBLE & GRANITE,0
8259,MADHAVBAUG-SM,VAIDYA SANE AYUR LAB LTD,0
13668,MADHUCON-BE,MADHUCON PROJECTS LTD.,0
18728,MADHUSUDAN-SM,MADHUSUDAN MASALA LIMITED,0
4911,MADRASFERT-EQ,MADRAS FERTILISERS LTD,0
3507,MAFANG-EQ,MIRAEAMC - MAFANG,0
21392,MAGADSUGAR-EQ,MAGADH SUGAR & ENERGY LTD,0
14957,MAGNUM-EQ,MAGNUM VENTURES LTD.,0
17088,MAGSON-SM,MAGSON RETAIL AND DIST L,0
11377,MAHABANK-EQ,BANK OF MAHARASHTRA,0
5239,MAHAPEXLTD-EQ,MAHA RASHTRA APEX COPR. L,0
17527,MAHASTEEL-EQ,MAHAMAYA STEEL INDS LTD,0
17605,MAHEPC-BE,MAHINDRA EPC IRRIG LTD,0
9576,MAHESHWARI-EQ,MAHESHWARI LOGISTICS LTD.,0
2839,MAHICKRA-SM,MAHICKRA CHEMICAL LIMITED,0
7074,MAHKTECH-EQ,MIRAEAMC - MAHKTECH,0
8050,MAHLIFE-EQ,MAHINDRA LIFESPACE DEVLTD,0
385,MAHLOG-EQ,MAHINDRA LOGISTIC LIMITED,0
2085,MAHSCOOTER-EQ,MAHARASHTRA SCOOTERS LTD,0
2088,MAHSEAMLES-EQ,MAHARASHTRA SEAMLESS LTD,0
24538,MAITHANALL-EQ,MAITHAN ALLOYS LTD,0
19809,MAITREYA-SM,MAITREYA MEDICARE LIMITED,0
7979,MAKEINDIA-EQ,MIRAEAMC - MAMFGETF,0
11218,MAKS-SM,MAKS ENERGY SOL INDIA LTD,0
19134,MAL-SM,MANGALAM ALLOYS LIMITED,0
7965,MALLCOM-EQ,MALLCOM (INDIA) LIMITED,0
13355,MALUPAPER-BE,MALU PAPER MILLS LIMITED,0
7420,MANAKALUCO-EQ,MANAK ALUMINIUM CO. LTD.,0
7417,MANAKCOAT-BE,MAN COAT METAL & IND LTD,0
15199,MANAKSIA-EQ,MANAKSIA LTD.,0
7482,MANAKSTEEL-BE,MANAKSIA STEELS LTD,0
13796,MANALIPETC-EQ,MANALI PETROCHEMICALS LT,0
19061,MANAPPURAM-EQ,MANAPPURAM FINANCE LTD,0
21697,MANAV-SM,MANAV INFRA PROJECTS LTD,0
23779,MANDEEP-SM,MANDEEP AUTO INDUSTRIES L,0
11817,MANGALAM-EQ,MANGALAM DRUG & CHEM LTD,0
15007,MANGCHEFER-EQ,MANG.CHEM.FERT.LTD,0
2106,MANGLMCEM-EQ,MANGALAM CEMENT LTD,0
11884,MANINDS-EQ,MAN INDUSTRIES (I) LTD.,0
18226,MANINFRA-EQ,MAN INFRA LTD,0
15380,MANKIND-EQ,MANKIND PHARMA LIMITED,0
13753,MANOMAY-EQ,MANOMAY TEX INDIA LTD,0
10230,MANORAMA-BE,MANORAMA INDUSTRIES LTD,0
6428,MANORG-BE,MANGALAM ORGANICS LIMITED,0
13572,MANUGRAPH-EQ,MANUGRAPH INDIA LIMITED,0
8167,MANYAVAR-EQ,VEDANT FASHIONS LIMITED,0
7227,MAPMYINDIA-EQ,C.E. INFO SYSTEMS LIMITED,0
2112,MARALOVER-EQ,MARAL OVERSEAS LTD,0
18659,MARATHON-EQ,MARATHON NXTGEN REALT LTD,0
18773,MARCO-SM,MARCO CABLE & CONDUCTOR L,0
4067,MARICO-EQ,MARICO LIMITED,0
1328,MARINE-EQ,MARINE ELECTRICAL (I) LTD,0
20410,MARINETRAN-SM,MARINETRANS INDIA LIMITED,0
10579,MARKSANS-EQ,MARKSANS PHARMA LIMITED,0
6764,MARSHALL-BE,MARSHALL MACHINES LTD,0
10999,MARUTI-EQ,MARUTI SUZUKI INDIA LTD.,0
199,MASFIN-EQ,MAS FINANCIAL SERV LTD,0
18731,MASKINVEST-BE,MASK INVESTMENTS LIMITED,0
24281,MASON-ST,MASON INFRATECH LIMITED,0
5782,MASPTOP50-EQ,MIRAEAMC - MASPTOP50,0
2124,MASTEK-EQ,MASTEK LTD,0
19011,MASTER-SM,MASTER COMPONENTS LIMITED,0
21726,MATRIMONY-EQ,MATRIMONY.COM LIMITED,0
17022,MAWANASUG-EQ,MAWANA SUGARS LIMITED,0
19646,MAXESTATES-EQ,MAX ESTATES LIMITED,0
22377,MAXHEALTH-EQ,MAX HEALTHCARE INS LTD,0
22428,MAXIND-EQ,MAX INDIA LIMITED,0
21691,MAXPOSURE-SM,MAXPOSURE LIMITED,0
28906,MAYURUNIQ-EQ,MAYUR UNIQUOTERS LTD,0
18866,MAZDA-EQ,MAZDA LIMITED,0
509,MAZDOCK-EQ,MAZAGON DOCK SHIPBUIL LTD,0
12686,MBAPL-EQ,MADHYA BHARAT AGRO P. LTD,0
13687,MBECL-BE,MCNALLY BH. ENG. CO.LTD,0
18029,MBLINFRA-EQ,MBL INFRASTRUCTURE LTD,0
22360,MCL-EQ,MADHAV COPPER LIMITED,0
11943,MCLEODRUSS-EQ,MCLEOD RUSSEL INDIA LTD.,0
14574,MCON-SM,MCON RASAYAN INDIA LTD,0
31181,MCX-EQ,MULTI COMMODITY EXCHANGE,0
2132,MDL-SM,MARVEL DECOR LIMITED,0
11956,MEDANTA-EQ,GLOBAL HEALTH LIMITED,0
21705,MEDIASSIST-EQ,MEDI ASSIST HEALTH SER L,0
6278,MEDICAMEQ-EQ,MEDICAMEN BIOTECH LIMITED,0
9673,MEDICO-BE,MEDICO REMEDIES LIMITED,0
24245,MEDIORG-ST,MEDICAMEN ORGANICS LTD,0
7254,MEDPLUS-EQ,MEDPLUS HEALTH SERV LTD,0
10971,MEGAFLEX-SM,MEGA FLEX PLASTICS LTD,0
14793,MEGASOFT-EQ,MEGASOFT LTD,0
8153,MEGASTAR-EQ,MEGASTAR FOODS LIMITED,0
22560,MEGATHERM-SM,MEGATHERM INDUCTION LTD,0
17950,MELSTAR-BZ,MELSTAR INFORMATION TECH,0
6961,MENONBE-EQ,MENON BEARINGS LIMITED,0
8779,MEP-BE,MEP INFRA. DEVELOPERS LTD,0
7242,METROBRAND-EQ,METRO BRANDS LIMITED,0
9581,METROPOLIS-EQ,METROPOLIS HEALTHCARE LTD,0
2142,MFSL-EQ,MAX FINANCIAL SERV LTD,0
1593,MGEL-EQ,MANGALAM GLOBAL ENT LTD,0
17534,MGL-EQ,MAHANAGAR GAS LTD.,0
1426,MHHL-SM,MOHINI HEALTH&HYGIENE LTD,0
7886,MHLXMIRU-EQ,MAHALAXMI RUBTECH LIMITED,0
17333,MHRIL-EQ,MAHINDRA HOLIDAYS LTD,0
7169,MICEL-EQ,MIC ELECTRONICS LTD,0
19887,MICROPRO-SM,MICROPRO SOFTWARE SOL L,0
8506,MID150BEES-EQ,NIP IND ETF MIDCAP 150,0
24077,MID150CASE-EQ,ZERODHAAMC - MID150CASE,0
8077,MIDCAP-EQ,KOTAKMAMC - KOTAKMID50,0
8413,MIDCAPETF-EQ,MIRAEAMC - MAM150ETF,0
17152,MIDCAPIETF-EQ,ICICIPRAMC - ICICIM150,0
2463,MIDHANI-EQ,MISHRA DHATU NIGAM LTD,0
7456,MIDQ50ADD-EQ,DSPAMC - DSPQ50ETF,0
17702,MIDSELIETF-EQ,ICICI PRUD MIDCAP SEL ETF,0
23855,MIDSMALL-EQ,MIRAEAMC - MIDSMALL,0
159,MILTON-SM,MILTON INDUSTRIES LIMITED,0
25897,MINDACORP-EQ,MINDA CORPORATION LTD,0
8908,MINDPOOL-ST,MINDPOOL TECHNOLOGIES LTD,0
22308,MINDSPACE-RR,MINDSPACE BUSINESS P REIT,0
18049,MINDTECK-EQ,MINDTECK (INDIA) LIMITED,0
2202,MIRCELECTR-EQ,MIRC ELECTRONICS LTD,0
4394,MIRZAINT-EQ,MIRZA INTERNATIONAL LIMIT,0
8469,MITCON-EQ,MITCON CON & ENG SER LTD,0
24214,MITCON-RE-BE,MITCON CON,0
18562,MITTAL-EQ,MITTAL LIFE STYLE LIMITED,0
16738,MKPL-BE,M K PROTEINS LIMITED,0
13844,MMFL-EQ,MM FORGINGS LTD,0
16395,MMP-EQ,MMP INDUSTRIES LIMITED,0
17957,MMTC-EQ,MMTC LIMITED,0
10676,MNC-EQ,KOTAKMAMC - KOTAKMNC,0
6934,MODIRUBBER-BE,MODI RUBBER LTD,0
3325,MODISONLTD-BE,MODISON LIMITED,0
10370,MODTHREAD-BE,MODERN THREADS INDIA LTD,0
1507,MOGSEC-EQ,MOTILALAMC - G5,0
10508,MOHEALTH-EQ,MOTILALAMC - MOHEALTH,0
29427,MOHITIND-BE,MOHIT INDUSTRIES LTD,0
20830,MOIL-EQ,MOIL LIMITED,0
3595,MOKSH-BE,MOKSH ORNAMENTS LIMITED,0
5394,MOL-EQ,MEGHMANI ORGANICS LIMITED,0
17625,MOLDTECH-EQ,MOLD-TEK TECHNOLOGIES LTD,0
6713,MOLDTKPAC-EQ,MOLD-TEK PACKAGING LTD,0
8654,MOLOWVOL-EQ,MOTILALAMC - MOLOWVOL,0
21423,MOM100-EQ,MOTILAL OS MIDCAP100 ETF,0
10585,MOM30IETF-EQ,ICICIPRAMC - ICICIMOM30,0
19289,MOM50-EQ,MOTILAL OSWAL M50 ETF,0
10693,MOMENTUM-EQ,BIRLASLAMC - MOMENTUM,0
8182,MOMOMENTUM-EQ,MOTILALAMC - MOMOMENTUM,0
22739,MON100-EQ,MOTILAL OS NASDAQ100 ETF,0
7679,MONARCH-EQ,MONARCH NETWORTH CAP LTD,0
19237,MONIFTY500-EQ,MOTILALAMC - MONIFTY500,0
18392,MONOPHARMA-SM,MONO PHARMACARE LIMITED,0
7422,MONQ50-EQ,MOTILALAMC - MONQ50,0
5938,MONTECARLO-EQ,MONTE CARLO FASHIONS LTD.,0
10822,MOQUALITY-EQ,MOTILALAMC - MOQUALITY,0
28880,MORARJEE-BE,MORARJEE TEXTILES LIMITED,0
23184,MOREALTY-EQ,MOTILALAMC - MOREALTY,0
2259,MOREPENLAB-EQ,MOREPEN LAB. LTD,0
15051,MOS-SM,MOS UTILITY LIMITED,0
23181,MOSMALL250-EQ,MOTILALAMC - MOSMALL250,0
4204,MOTHERSON-EQ,SAMVRDHNA MTHRSN INTL LTD,0
14947,MOTILALOFS-EQ,MOTILAL OSWAL FIN LTD,0
20788,MOTISONS-EQ,MOTISONS JEWELLERS LTD,0
2268,MOTOGENFIN-EQ,MOTOR & GENERAL FINANCE L,0
10825,MOVALUE-EQ,MOTILALAMC - MOVALUE,0
13502,MOXSH-SM,MOXSH OVERSEAS EDUCON LTD,0
4503,MPHASIS-EQ,MPHASIS LIMITED,0
10578,MPSLTD-EQ,MPS LIMITED,0
21792,MPTODAY-SM,M P TODAY MEDIA LIMITED,0
2277,MRF-EQ,MRF LTD,0
9002,MRO-TEK-BE,MRO-TEK REALTY LIMITED,0
2283,MRPL-EQ,MRPL,0
11919,MSPL-EQ,MSP STEEL & POWER LTD.,0
9356,MSTCLTD-EQ,MSTC LIMITED,0
8596,MSUMI-EQ,MOTHERSON SUMI WRNG IND L,0
2709,MTARTECH-EQ,MTAR TECHNOLOGIES LIMITED,0
31413,MTEDUCARE-BE,MT EDUCARE LTD,0
2294,MTNL-EQ,MAHANAGAR TELEPHONE NIGAM,0
19783,MUFIN-EQ,MUFIN GREEN FINANCE LTD,0
20878,MUFTI-EQ,CREDO BRANDS MARKETING L,0
11325,MUKANDLTD-EQ,MUKAND LTD.,0
22980,MUKKA-EQ,MUKKA PROTEINS LIMITED,0
8687,MUKTAARTS-EQ,MUKTA ARTS LIMITED,0
13511,MUNJALAU-EQ,MUNJAL AUTO IND. LTD.,0
2307,MUNJALSHOW-EQ,MUNJAL SHOWA LTD,0
2313,MURUDCERA-EQ,MURUDESHWAR CERAMICS LTD,0
10415,MUTHOOTCAP-EQ,MUTHOOT CAP SERV LTD,0
23650,MUTHOOTFIN-EQ,MUTHOOT FINANCE LIMITED,0
20831,MUTHOOTMF-EQ,MUTHOOT MICROFIN LIMITED,0
19015,MVGJL-EQ,MANOJ VAIBHAV GEM N JEW L,0
22976,MVKAGRO-SM,M.V.K. AGRO FOOD PROD LTD,0
10311,MWL-SM,MANGALAM WORLDWIDE LTD,0
20425,NACLIND-EQ,NACL INDUSTRIES LIMITED,0
17295,NAGAFERT-EQ,NAGARJUN FERT AND CHE LTD,0
14943,NAGREEKCAP-BE,NAGREEKA CAP & INFR.LTD,0
14702,NAGREEKEXP-EQ,NAGREEKA EXPORTS LTD.,0
15360,NAHARCAP-EQ,NAHAR CAP & FIN.,0
13106,NAHARINDUS-EQ,NAHAR INDS ENT LTD,0
14445,NAHARPOLY-EQ,NAHAR POLY FILMS LIMITED,0
14440,NAHARSPING-EQ,NAHAR SPINNING MILLS LTD.,0
357,NAM-INDIA-EQ,NIPPON L I A M LTD,0
23379,NAMAN-SM,NAMAN IN-STORE (INDIA) L,0
11631,NARMADA-BE,NARMADA AGROBASE LIMITED,0
3918,NATCOPHARM-EQ,NATCO PHARMA LTD.,0
11065,NATHBIOGEN-EQ,NATH BIO-GENES (I) LTD,0
6364,NATIONALUM-EQ,NATIONAL ALUMINIUM CO LTD,0
13751,NAUKRI-EQ,INFO EDGE (I) LTD,0
4014,NAVA-EQ,NAVA LIMITED,0
14672,NAVINFLUOR-EQ,NAVIN FLUORINE INT. LTD,0
18668,NAVINIFTY-EQ,NAVIAMC - NAVINIFTY,0
10557,NAVKARCORP-EQ,NAVKAR CORPORATION LTD.,0
2385,NAVNETEDUL-EQ,NAVNEET EDUCATION LTD,0
2987,NAZARA-EQ,NAZARA TECHNOLOGIES LTD,0
31415,NBCC-EQ,NBCC (INDIA) LIMITED,0
19111,NBIFIN-EQ,N.B.I. IND. FIN. CO. LTD,0
2319,NCC-EQ,NCC LIMITED,0
14490,NCLIND-EQ,NCL INDUSTRIES LIMITED,0
18375,NDGL-BE,NAGA DHUNSERI GROUP LTD,0
31258,NDL-EQ,NANDAN DENIM LIMITED,0
14547,NDLVENTURE-EQ,NDL VENTURES LIMITED,0
22255,NDRAUTO-EQ,NDR AUTO COMPONENTS LTD,0
22680,NDRINVIT-IV,NDR INVIT TRUST,0
11427,NDTV-EQ,NDTV LTD,0
13522,NECCLTD-EQ,NORTH EAST CARRY CORP LTD,0
11927,NECLIFE-EQ,NECTAR LIFESCIENCES LTD.,0
14761,NELCAST-EQ,NELCAST LIMITED,0
2388,NELCO-EQ,NELCO LTD,0
9917,NEOGEN-EQ,NEOGEN CHEMICALS LIMITED,0
24353,NEPHROCARE-ST,NEPHRO CARE INDIA LIMITED,0
15409,NESCO-EQ,NESCO LTD.,0
17963,NESTLEIND-EQ,NESTLE INDIA LIMITED,0
7838,NETF-EQ,TATAAML - NETF,0
17433,NETWEB-EQ,NETWEB TECH INDIA LTD,0
14111,NETWORK18-EQ,NETWORK18 MEDIA & INV LTD,0
2406,NEULANDLAB-EQ,NEULAND LAB LTD.,0
1164,NEWGEN-EQ,NEWGEN SOFTWARE TECH LTD,0
19158,NEWJAISA-SM,NEWJAISA TECHNOLOGIES LTD,0
17181,NEXT50-EQ,MIRAEAMC - MANXT50,0
4529,NEXT50IETF-EQ,ICICIPRAMC - ICICINXT50,0
9867,NEXTMEDIA-EQ,NEXT MEDIAWORKS LIMITED,0
13925,NFL-EQ,NATIONAL FERT. LTD,0
5401,NGIL-EQ,NAKODA GROUP OF IND. LTD,0
10277,NGLFINE-EQ,NGL FINE CHEM LIMITED,0
11840,NH-EQ,NARAYANA HRUDAYALAYA LTD.,0
6531,NHIT-IV,NATIONAL HIGHW INFRA TRUS,0
17400,NHPC-EQ,NHPC LTD,0
399,NIACL-EQ,THE NEW INDIA ASSU CO LTD,0
29733,NIBL-EQ,NRB INDUS. BEARINGS LTD.,0
6592,NIDAN-SM,NIDAN LABS AND HEALTH LTD,0
29577,NIF100BEES-EQ,NIP IND ETF NIFTY 100,0
30392,NIF100IETF-EQ,ICICI PRUD NIFTY 100 ETF,0
22524,NIF10GETF-EQ,UTIAMC - NIF10GETF,0
22521,NIF5GETF-EQ,UTIAMC - NIF5GETF,0
22488,NIFITETF-EQ,UTIAMC - NIFITETF,0
18347,NIFMID150-EQ,UTIAMC - NIFMID150,0
18102,NIFTY1-EQ,KOTAK NIFTY ETF,0
7451,NIFTY50ADD-EQ,DSPAMC - DSPN50ETF,0
10576,NIFTYBEES-EQ,NIP IND ETF NIFTY BEES,0
21959,NIFTYBETF-EQ,BFAM - NIFTYBETF,0
6353,NIFTYETF-EQ,MIRAEAMC - MAN50ETF,0
29553,NIFTYIETF-EQ,ICICI PRUD NIFTY ETF,0
10690,NIFTYQLITY-EQ,BIRLASLAMC - NIFTYQLITY,0
11522,NIITLTD-EQ,NIIT LIMITED,0
17747,NIITMTS-EQ,NIIT LEARNING SYSTEMS LTD,0
9253,NILAINFRA-EQ,NILA INFRASTRUCTURES LTD,0
7450,NILASPACES-BE,NILA SPACES LIMITED,0
2421,NILKAMAL-EQ,NILKAMAL LIMITED,0
14194,NINSYS-EQ,NINTEC SYSTEMS LIMITED,0
6782,NIPPOBATRY-EQ,INDO-NATIONAL LIMITED,0
255,NIRAJ-EQ,NIRAJ CEMENT STRUC LTD,0
18844,NIRAJISPAT-BE,NIRAJ ISPAT IND LTD,0
14722,NIRMAN-SM,NIRMAN AGRI GENTICS LTD,0
13300,NITCO-EQ,NITCO LIMITED,0
13175,NITINSPIN-EQ,NITIN SPINNERS LIMITED,0
3251,NITIRAJ-BE,NITIRAJ ENGINEERS LTD,0
2439,NKIND-EQ,NK INDUSTRIES LTD,0
8585,NLCINDIA-EQ,NLC INDIA LIMITED,0
15332,NMDC-EQ,NMDC LTD.,0
2442,NOCIL-EQ,NOCIL LIMITED,0
11214,NOIDATOLL-BE,NOIDA TOLL BRIDGE CO LTD,0
4160,NORBTEAEXP-EQ,NORBEN TEA & EXPORTS LTD,0
22477,NOVAAGRI-EQ,NOVA AGRITECH LIMITED,0
12978,NPBET-EQ,TATAAML - NPBET,0
5299,NPST-SM,NETWORK PEOPLE SRV TECH L,0
20314,NRAIL-EQ,N R AGARWAL INDS LTD,0
7553,NRBBEARING-EQ,NRB BEARING LIMITED,0
13675,NRL-EQ,NUPUR RECYCLERS LIMITED,0
11239,NSIL-EQ,NALWA SONS INVESTMENT LTD,0
14180,NSLNISP-EQ,NMDC STEEL LIMITED,0
30554,NTL-BE,NEUEON TOWERS LIMITED,0
11630,NTPC-EQ,NTPC LTD,0
10791,NUCLEUS-EQ,NUCLEUS SOFTWARE EXPORTS,0
2350,NURECA-EQ,NURECA LIMITED,0
18721,NUVAMA-EQ,NUVAMA WEALTH MANAGE LTD,0
5426,NUVOCO-EQ,NUVOCO VISTAS CORP LTD,0
11457,NV20-EQ,KOTAKMAMC - KTKNV20ETF,0
9847,NV20BEES-EQ,NIP IND ETF ETF NV20,0
17475,NV20IETF-EQ,ICICI PRUDENTIAL NV20 ETF,0
15815,NXST-RR,NEXUS SELECT TRUST,0
24298,NXT-INFRA-IV,NXT-INFRA TRUST,0
6545,NYKAA-EQ,FSN E COMMERCE VENTURES,0
10768,OAL-EQ,ORIENTAL AROMATICS LTD,0
8797,OBCL-EQ,ORISSA BENGAL CARRIER LTD,0
20242,OBEROIRLTY-EQ,OBEROI REALTY LIMITED,0
12256,OCCL-BE,ORIENTAL CARBN & CHEM LTD,0
10738,OFSS-EQ,ORACLE FIN SERV SOFT LTD.,0
17438,OIL-EQ,OIL INDIA LTD,0
8109,OILCOUNTUB-BE,OIL COUNTRY TUBULAR LTD.,0
10637,OLECTRA-EQ,OLECTRA GREENTECH LIMITED,0
19386,OLIL-SM,ONECLICK LOGISTICS IND L,0
14125,OMAXAUTO-BE,OMAX AUTOS LTD,0
14853,OMAXE-EQ,OMAXE LIMITED,0
